Genome,Condition
287.32662,Resistant
287.15727,Susceptible
287.28363,Resistant
287.17045,Susceptible
287.27764,Susceptible
287.17923,Susceptible
287.19661,Susceptible
287.28349,Resistant
287.4036,Susceptible
287.31361,Susceptible
287.2844,Susceptible
287.9588,Resistant
287.19694,Susceptible
287.1763,Resistant
287.2598,Susceptible
287.33719,Susceptible
287.8504,Susceptible
287.8523,Resistant
287.25194,Susceptible
287.3375,Resistant
287.27754,Susceptible
287.4321,Susceptible
287.18533,Susceptible
287.4625,Resistant
287.4332,Resistant
287.31762,Resistant
287.15914,Susceptible
287.24733,Resistant
287.31757,Susceptible
287.7889,Susceptible
287.7499,Susceptible
287.19162,Resistant
287.3408,Susceptible
287.1185,Resistant
287.12102,Susceptible
287.4259,Susceptible
287.10147,Resistant
287.9233,Susceptible
287.26462,Resistant
287.12742,Susceptible
287.30234,Susceptible
287.9918,Resistant
287.25735,Susceptible
287.11975,Resistant
287.16876,Resistant
287.7411,Susceptible
287.1326,Susceptible
287.24533,Resistant
287.31186,Susceptible
287.8017,Susceptible
287.18111,Resistant
287.1949,Susceptible
287.273,Resistant
287.34086,Susceptible
287.31374,Susceptible
287.3876,Resistant
287.29428,Susceptible
287.27637,Resistant
287.743,Susceptible
287.25978,Susceptible
287.31201,Susceptible
287.19623,Susceptible
287.12002,Resistant
287.7266,Susceptible
287.11901,Susceptible
287.137,Resistant
287.12766,Resistant
287.27253,Susceptible
287.7586,Susceptible
287.16927,Susceptible
287.7414,Susceptible
287.33347,Susceptible
287.10051,Resistant
287.25188,Susceptible
287.29219,Resistant
287.698,Susceptible
287.17999,Resistant
287.11767,Resistant
287.2651,Resistant
287.4624,Resistant
287.7026,Resistant
287.11541,Resistant
287.6816,Susceptible
287.34055,Susceptible
287.33914,Resistant
287.15858,Resistant
287.33585,Resistant
287.12458,Resistant
287.24581,Resistant
287.17661,Susceptible
287.8489,Susceptible
287.24765,Susceptible
287.12689,Susceptible
287.30242,Susceptible
287.24723,Resistant
287.4349,Susceptible
287.24742,Resistant
287.34037,Susceptible
287.32637,Resistant
287.12691,Susceptible
287.4347,Susceptible
287.16915,Susceptible
287.12585,Susceptible
287.33424,Susceptible
287.28563,Resistant
287.31759,Susceptible
287.7006,Susceptible
287.9026,Resistant
287.12532,Susceptible
287.18569,Resistant
287.26541,Resistant
287.17925,Susceptible
287.29682,Susceptible
287.33015,Resistant
287.19183,Susceptible
287.8994,Susceptible
287.25243,Susceptible
287.3415,Resistant
287.27039,Susceptible
287.13293,Resistant
287.26316,Resistant
287.16526,Susceptible
287.25883,Susceptible
287.17453,Resistant
287.33027,Susceptible
287.4432,Resistant
287.13335,Susceptible
287.17685,Susceptible
287.16993,Resistant
287.27257,Susceptible
287.32571,Susceptible
287.8551,Resistant
287.9021,Resistant
287.645,Resistant
287.7941,Susceptible
287.4389,Susceptible
287.33343,Susceptible
287.9235,Resistant
287.24568,Resistant
287.29415,Resistant
287.19673,Susceptible
287.10416,Susceptible
287.8018,Resistant
287.19428,Susceptible
287.2474,Susceptible
287.27771,Resistant
287.1,Resistant
287.31629,Resistant
287.7067,Resistant
287.32976,Resistant
287.33017,Resistant
287.14781,Susceptible
287.34341,Susceptible
287.1108,Resistant
287.2575,Susceptible
287.9185,Susceptible
287.14748,Susceptible
287.29714,Resistant
1402488.3,Susceptible
287.736,Susceptible
287.946,Resistant
287.33616,Susceptible
287.983,Resistant
287.28377,Resistant
287.8926,Resistant
287.7465,Resistant
287.7747,Resistant
287.27244,Resistant
287.30262,Resistant
287.18011,Susceptible
287.12583,Resistant
287.32996,Susceptible
287.4364,Resistant
287.2771,Susceptible
287.9485,Resistant
287.7794,Resistant
287.18121,Resistant
287.7068,Susceptible
287.1249,Susceptible
287.27285,Susceptible
287.25971,Resistant
287.31487,Resistant
287.1074,Susceptible
287.1793,Susceptible
287.1149,Susceptible
287.29657,Susceptible
287.16584,Resistant
287.1245,Resistant
287.6866,Susceptible
287.34331,Resistant
287.184,Susceptible
287.29817,Resistant
287.11134,Resistant
287.8011,Susceptible
287.7749,Resistant
287.9181,Susceptible
287.7668,Susceptible
287.18312,Susceptible
287.14411,Resistant
287.9394,Resistant
287.9469,Resistant
287.9567,Resistant
287.30292,Resistant
287.28459,Resistant
287.18684,Resistant
287.27046,Susceptible
287.26461,Resistant
287.2601,Susceptible
287.959,Susceptible
287.18534,Susceptible
287.7048,Resistant
287.1167,Susceptible
287.1448,Resistant
287.18375,Resistant
287.13859,Resistant
287.1947,Susceptible
1402551.3,Susceptible
287.29644,Susceptible
287.1755,Resistant
287.34029,Resistant
1402532.3,Susceptible
287.17031,Susceptible
287.31721,Resistant
287.34123,Resistant
287.9844,Resistant
287.2727,Resistant
287.12653,Resistant
287.16903,Susceptible
287.26469,Resistant
287.27661,Resistant
287.7549,Susceptible
287.852,Resistant
287.1189,Susceptible
287.17443,Susceptible
287.25866,Susceptible
287.31409,Resistant
287.4106,Susceptible
287.2979,Susceptible
287.5748,Resistant
287.24521,Resistant
287.28434,Susceptible
287.8492,Susceptible
287.965,Resistant
287.26506,Resistant
287.27185,Susceptible
287.18316,Susceptible
287.17651,Resistant
287.8509,Susceptible
287.10059,Resistant
287.982,Susceptible
287.30294,Resistant
287.9538,Resistant
287.31749,Resistant
287.10405,Susceptible
287.7361,Susceptible
287.7597,Susceptible
287.9286,Susceptible
287.17012,Susceptible
287.25264,Resistant
287.34353,Resistant
287.18051,Susceptible
287.1748,Resistant
287.33589,Susceptible
287.8357,Resistant
287.4367,Resistant
287.16996,Susceptible
287.17612,Susceptible
287.1211,Resistant
287.17916,Resistant
287.19457,Susceptible
287.17962,Susceptible
287.7794,Susceptible
287.5689,Resistant
287.14805,Susceptible
287.897,Resistant
287.7629,Susceptible
287.8417,Resistant
287.7447,Susceptible
287.26452,Susceptible
287.7612,Susceptible
287.6409,Susceptible
287.32502,Susceptible
287.31376,Susceptible
287.9135,Susceptible
287.25935,Susceptible
287.14421,Susceptible
287.124,Resistant
287.29639,Susceptible
287.6469,Susceptible
287.12596,Susceptible
287.18414,Resistant
287.12106,Susceptible
287.25772,Susceptible
287.18128,Resistant
287.14402,Resistant
287.4091,Resistant
287.9926,Susceptible
287.9537,Resistant
287.14442,Resistant
287.4048,Resistant
287.34062,Susceptible
287.26027,Resistant
287.8536,Resistant
287.9043,Susceptible
287.29772,Susceptible
287.5952,Resistant
287.11951,Resistant
287.34373,Susceptible
287.27121,Susceptible
1402572.3,Susceptible
287.7402,Resistant
287.16863,Susceptible
287.12806,Susceptible
287.25863,Resistant
287.12777,Resistant
287.26031,Resistant
287.3338,Susceptible
287.18107,Resistant
287.17893,Resistant
287.26322,Susceptible
287.15735,Susceptible
287.3144,Resistant
287.17553,Susceptible
287.32966,Resistant
287.27704,Susceptible
287.25766,Susceptible
287.12501,Susceptible
287.9604,Susceptible
287.17573,Susceptible
287.9819,Susceptible
287.12617,Susceptible
287.9084,Resistant
287.33629,Susceptible
287.28427,Susceptible
287.437,Susceptible
287.7967,Susceptible
287.34372,Susceptible
287.19417,Susceptible
287.26029,Resistant
287.9867,Susceptible
287.31692,Resistant
287.1112,Susceptible
287.1589,Resistant
287.19484,Resistant
287.12507,Resistant
1418238.3,Susceptible
287.3736,Susceptible
287.10281,Susceptible
287.2457,Susceptible
287.1946,Susceptible
287.26091,Susceptible
287.19438,Resistant
287.30293,Resistant
287.573,Susceptible
287.24561,Resistant
287.6929,Resistant
287.17434,Resistant
287.343,Susceptible
287.7362,Susceptible
287.17983,Resistant
287.16528,Resistant
287.15745,Resistant
287.27157,Susceptible
287.13275,Susceptible
287.1206,Resistant
1402552.3,Susceptible
287.6515,Susceptible
287.11175,Susceptible
287.18095,Susceptible
287.17646,Susceptible
287.15854,Resistant
287.12094,Resistant
287.34275,Resistant
287.9319,Susceptible
287.7443,Susceptible
287.14718,Resistant
287.11945,Susceptible
287.11528,Susceptible
287.24731,Resistant
287.31354,Susceptible
287.31747,Resistant
287.9259,Susceptible
287.17595,Resistant
287.31758,Susceptible
287.28443,Resistant
287.7393,Susceptible
287.11119,Resistant
287.6434,Resistant
287.7276,Susceptible
287.4284,Resistant
287.896,Resistant
1402492.3,Resistant
287.33002,Resistant
287.10561,Susceptible
287.19631,Susceptible
287.6963,Susceptible
287.7338,Susceptible
287.12526,Resistant
287.7667,Resistant
287.25728,Susceptible
287.9562,Susceptible
287.18401,Resistant
287.3409,Susceptible
287.19641,Susceptible
287.18035,Resistant
287.7802,Susceptible
287.7555,Susceptible
287.4459,Susceptible
287.12718,Resistant
287.31652,Resistant
287.7532,Susceptible
287.18426,Susceptible
287.27271,Resistant
287.18406,Susceptible
287.30277,Resistant
287.26313,Susceptible
287.18551,Resistant
287.12727,Resistant
287.15859,Susceptible
287.34267,Resistant
287.15733,Susceptible
287.29224,Resistant
287.4563,Susceptible
287.187,Susceptible
287.33734,Susceptible
287.12522,Susceptible
287.792,Susceptible
287.5668,Susceptible
287.4424,Susceptible
287.19472,Susceptible
287.11985,Susceptible
287.18573,Susceptible
287.31701,Resistant
287.336,Susceptible
287.4363,Resistant
287.17913,Susceptible
287.32671,Resistant
287.4418,Susceptible
287.5951,Resistant
287.11107,Susceptible
287.18484,Susceptible
287.25191,Resistant
287.10032,Susceptible
287.32509,Resistant
287.8408,Susceptible
287.9044,Susceptible
287.9282,Susceptible
287.2967,Resistant
287.25787,Resistant
287.28453,Susceptible
287.31472,Resistant
287.14055,Resistant
287.3359,Susceptible
287.7999,Susceptible
287.31151,Susceptible
287.7509,Susceptible
287.7833,Susceptible
287.2763,Susceptible
287.17514,Resistant
287.32642,Resistant
287.13317,Susceptible
287.84,Resistant
287.28422,Resistant
287.10141,Resistant
287.12614,Resistant
287.27182,Susceptible
287.32618,Resistant
287.19532,Susceptible
287.34317,Resistant
287.33573,Resistant
287.26489,Resistant
287.10277,Resistant
287.9196,Susceptible
287.1162,Resistant
287.9254,Resistant
287.11144,Susceptible
287.5748,Resistant
287.16869,Resistant
287.34089,Resistant
287.9012,Resistant
287.7815,Resistant
287.2648,Susceptible
287.9086,Susceptible
287.33333,Susceptible
287.6905,Resistant
287.16939,Resistant
287.7824,Resistant
287.17856,Susceptible
287.33628,Resistant
287.8029,Susceptible
287.7556,Susceptible
287.8912,Susceptible
287.1281,Susceptible
287.29376,Resistant
287.3333,Susceptible
287.9458,Resistant
287.18636,Resistant
287.16575,Resistant
287.7788,Susceptible
287.5739,Susceptible
287.3898,Resistant
287.31215,Susceptible
287.29233,Susceptible
287.32645,Resistant
287.18052,Resistant
287.18082,Resistant
287.2982,Resistant
287.7383,Susceptible
287.9543,Susceptible
287.1048,Susceptible
287.18649,Resistant
287.19468,Susceptible
287.28392,Susceptible
287.18274,Susceptible
287.15882,Resistant
287.6504,Susceptible
287.7273,Susceptible
287.1046,Susceptible
287.31467,Resistant
287.17921,Resistant
287.759,Susceptible
287.1792,Resistant
287.31628,Susceptible
287.28561,Susceptible
287.24711,Resistant
287.9833,Resistant
287.9309,Resistant
208964.388,Susceptible
287.1202,Resistant
287.17698,Susceptible
287.34407,Susceptible
287.106,Resistant
287.5968,Resistant
287.31442,Resistant
287.1047,Susceptible
287.11967,Susceptible
287.34148,Resistant
287.9053,Susceptible
287.6455,Resistant
287.29637,Susceptible
287.1385,Susceptible
287.17454,Resistant
287.11947,Susceptible
287.9341,Susceptible
287.19547,Susceptible
287.26079,Susceptible
287.7817,Susceptible
287.34333,Resistant
287.27108,Susceptible
287.14409,Susceptible
287.19413,Susceptible
287.19361,Resistant
287.8937,Resistant
287.12594,Susceptible
287.2641,Resistant
287.24572,Susceptible
287.6847,Susceptible
287.31641,Susceptible
287.12449,Resistant
287.9161,Resistant
287.8876,Susceptible
287.85,Resistant
287.18429,Susceptible
287.93,Susceptible
287.6958,Susceptible
287.1212,Resistant
287.7696,Resistant
287.17014,Susceptible
287.18055,Resistant
287.7454,Resistant
287.7427,Susceptible
287.927,Susceptible
287.7801,Susceptible
287.26436,Susceptible
287.4267,Susceptible
287.29424,Susceptible
287.16544,Resistant
287.31688,Resistant
287.28462,Resistant
287.7043,Resistant
287.9388,Resistant
287.1967,Resistant
287.8967,Susceptible
287.16909,Susceptible
287.7807,Susceptible
287.959,Susceptible
287.11094,Resistant
287.11742,Resistant
287.9805,Resistant
287.978,Resistant
287.14061,Resistant
287.11092,Resistant
287.1157,Susceptible
287.7816,Resistant
287.7913,Susceptible
287.17004,Resistant
287.27279,Resistant
287.18348,Susceptible
287.18056,Susceptible
287.7568,Resistant
287.17946,Resistant
287.27132,Susceptible
287.4326,Susceptible
287.34422,Resistant
287.1238,Resistant
287.16604,Resistant
287.7512,Susceptible
287.34279,Resistant
287.1919,Resistant
287.18472,Resistant
287.9386,Resistant
287.19526,Susceptible
287.19458,Susceptible
287.34108,Susceptible
287.3381,Resistant
287.12471,Resistant
287.24725,Resistant
287.14794,Resistant
287.6802,Susceptible
287.31187,Susceptible
287.5949,Resistant
287.25916,Resistant
287.32536,Resistant
287.683,Susceptible
287.34069,Susceptible
287.7648,Resistant
287.29365,Susceptible
287.1687,Resistant
287.1043,Susceptible
287.25952,Resistant
287.6956,Susceptible
287.18526,Susceptible
287.13329,Resistant
287.8045,Susceptible
287.779,Susceptible
287.18553,Resistant
287.8526,Resistant
287.9806,Resistant
287.33368,Susceptible
287.15241,Resistant
287.7776,Resistant
287.34128,Resistant
287.27164,Resistant
287.34405,Susceptible
287.29625,Resistant
287.2857,Resistant
287.27746,Susceptible
287.7585,Resistant
287.33675,Resistant
287.31717,Resistant
287.19552,Susceptible
287.32543,Susceptible
287.11568,Susceptible
287.1192,Susceptible
287.7357,Susceptible
287.7479,Resistant
287.19427,Susceptible
287.6804,Resistant
287.17046,Resistant
287.26443,Resistant
287.32676,Resistant
287.31136,Susceptible
287.8531,Resistant
287.34308,Susceptible
287.6331,Resistant
287.1806,Resistant
287.34266,Resistant
287.9025,Resistant
287.27283,Susceptible
287.1097,Resistant
287.18549,Resistant
287.14384,Resistant
287.33326,Resistant
287.18021,Susceptible
287.34125,Susceptible
287.9138,Susceptible
287.3873,Susceptible
287.14282,Susceptible
287.2962,Susceptible
287.31733,Resistant
287.9928,Resistant
287.9825,Susceptible
287.34312,Resistant
287.31411,Resistant
287.18599,Susceptible
287.7397,Susceptible
287.12714,Susceptible
287.16529,Susceptible
287.6384,Resistant
287.18102,Resistant
287.31764,Resistant
287.9028,Resistant
287.16992,Susceptible
287.8009,Susceptible
287.18476,Resistant
287.14789,Resistant
287.1132,Resistant
287.33752,Resistant
287.18601,Susceptible
287.7608,Susceptible
287.29668,Susceptible
287.32535,Resistant
287.15896,Susceptible
287.31463,Resistant
287.7973,Susceptible
287.1138,Resistant
287.7836,Susceptible
287.8992,Resistant
287.10146,Susceptible
287.12021,Resistant
287.25249,Susceptible
287.24553,Susceptible
287.706,Resistant
287.19462,Susceptible
287.7384,Susceptible
287.33577,Resistant
287.33643,Susceptible
287.1197,Resistant
287.9131,Susceptible
287.24737,Resistant
287.5733,Susceptible
287.7278,Susceptible
287.18127,Resistant
287.25944,Susceptible
287.14522,Resistant
287.7387,Susceptible
287.32988,Susceptible
287.25932,Resistant
287.34339,Susceptible
287.9112,Susceptible
287.1759,Resistant
287.3373,Susceptible
287.3887,Resistant
287.19389,Susceptible
287.32528,Susceptible
287.28413,Susceptible
287.9116,Resistant
287.16887,Resistant
287.9778,Resistant
287.29442,Susceptible
287.1024,Resistant
287.13717,Resistant
287.27023,Resistant
287.12667,Resistant
1402503.3,Resistant
287.14262,Resistant
287.32654,Resistant
287.29749,Susceptible
287.7533,Susceptible
287.32679,Resistant
287.6857,Susceptible
287.26324,Susceptible
287.25755,Susceptible
287.16583,Resistant
287.646,Resistant
287.13721,Resistant
287.8386,Resistant
287.27115,Resistant
287.17877,Resistant
287.17989,Resistant
287.17044,Susceptible
287.19686,Susceptible
287.31206,Susceptible
287.1266,Susceptible
287.19214,Resistant
287.27137,Resistant
287.5978,Susceptible
287.4073,Susceptible
287.12593,Resistant
287.7265,Resistant
287.26019,Resistant
287.1259,Resistant
287.7023,Resistant
287.13858,Resistant
287.33389,Susceptible
287.6342,Susceptible
287.439,Susceptible
287.17818,Resistant
287.34239,Resistant
287.14822,Susceptible
287.6456,Resistant
287.34078,Susceptible
287.14277,Susceptible
287.17695,Resistant
287.6424,Susceptible
287.2724,Resistant
287.11573,Susceptible
287.159,Resistant
287.7838,Resistant
287.10016,Resistant
287.11063,Susceptible
287.7561,Susceptible
287.34244,Resistant
287.1272,Resistant
287.25781,Resistant
287.14745,Susceptible
287.29416,Susceptible
287.17624,Susceptible
287.29685,Susceptible
287.31413,Susceptible
287.34419,Resistant
287.12758,Resistant
287.8513,Susceptible
287.896,Resistant
287.5774,Susceptible
287.3114,Susceptible
287.27148,Susceptible
287.16978,Resistant
287.25901,Resistant
287.4066,Resistant
287.7766,Resistant
287.633,Resistant
287.10012,Resistant
287.28348,Susceptible
287.18613,Susceptible
287.16842,Susceptible
287.25904,Susceptible
287.6426,Susceptible
287.25186,Resistant
287.8526,Susceptible
287.34254,Resistant
287.7832,Resistant
287.8905,Susceptible
287.16596,Resistant
287.10436,Resistant
287.19378,Susceptible
287.9849,Resistant
287.5768,Resistant
287.19205,Susceptible
287.26454,Resistant
287.16895,Resistant
287.1768,Resistant
287.7781,Resistant
287.3261,Susceptible
287.17966,Resistant
287.931,Susceptible
287.11986,Susceptible
287.4069,Resistant
287.7678,Resistant
287.17855,Susceptible
287.19479,Susceptible
287.9471,Susceptible
287.31644,Resistant
287.732,Susceptible
1402489.3,Susceptible
287.29409,Susceptible
287.4076,Susceptible
287.7415,Susceptible
287.13312,Resistant
287.31614,Susceptible
287.31689,Resistant
287.12506,Susceptible
287.33349,Resistant
287.7431,Susceptible
287.3171,Resistant
287.12819,Susceptible
287.31637,Resistant
287.9799,Susceptible
287.25238,Resistant
287.16916,Resistant
287.7848,Resistant
287.27775,Susceptible
287.10022,Susceptible
287.12805,Resistant
287.4402,Resistant
287.8037,Resistant
287.10033,Susceptible
287.4353,Susceptible
287.2776,Susceptible
287.1106,Susceptible
287.34161,Susceptible
287.849,Susceptible
287.25256,Resistant
287.18093,Susceptible
287.985,Susceptible
287.7547,Susceptible
287.29439,Susceptible
287.19696,Resistant
287.27278,Susceptible
287.25969,Resistant
287.1791,Susceptible
287.19678,Susceptible
287.8026,Resistant
287.8488,Susceptible
287.15884,Resistant
287.8927,Resistant
287.1143,Resistant
287.26325,Susceptible
287.11067,Susceptible
287.15865,Resistant
287.25894,Susceptible
287.4329,Susceptible
287.7755,Susceptible
287.14757,Resistant
287.3264,Resistant
287.6404,Susceptible
287.10636,Susceptible
287.17556,Resistant
287.2596,Resistant
287.9933,Susceptible
287.8534,Resistant
287.1832,Susceptible
287.17577,Susceptible
287.34329,Susceptible
287.27749,Susceptible
287.8907,Susceptible
287.18403,Resistant
287.1827,Resistant
287.27027,Susceptible
287.3884,Resistant
287.11759,Susceptible
287.26533,Resistant
287.16969,Resistant
287.25967,Resistant
1402506.3,Resistant
287.28319,Susceptible
287.17465,Susceptible
287.11983,Susceptible
287.6824,Susceptible
287.26487,Susceptible
287.4313,Susceptible
287.3342,Susceptible
287.31423,Susceptible
287.1856,Susceptible
287.13287,Susceptible
287.9528,Susceptible
287.8005,Susceptible
287.17023,Susceptible
287.27761,Resistant
287.4445,Susceptible
287.17687,Susceptible
287.34409,Susceptible
287.19216,Resistant
287.31713,Resistant
287.10143,Resistant
287.7557,Susceptible
287.5751,Resistant
287.11096,Resistant
287.6465,Susceptible
287.27654,Susceptible
287.17996,Resistant
287.7079,Susceptible
287.19416,Susceptible
287.32647,Resistant
287.30243,Resistant
287.1095,Resistant
287.9263,Resistant
287.28343,Resistant
287.9347,Susceptible
287.11151,Susceptible
287.29213,Susceptible
287.17928,Susceptible
287.3872,Susceptible
1402528.3,Susceptible
287.8508,Resistant
287.7544,Susceptible
287.13304,Resistant
287.753,Susceptible
287.8537,Susceptible
287.10397,Resistant
287.921,Susceptible
287.6496,Susceptible
287.4302,Resistant
287.6922,Resistant
287.31477,Resistant
287.9852,Resistant
287.2655,Susceptible
287.28321,Susceptible
287.25761,Susceptible
287.31481,Resistant
287.19493,Susceptible
287.16856,Resistant
287.33024,Resistant
287.25973,Resistant
287.9169,Susceptible
287.43,Resistant
287.29646,Susceptible
287.7592,Susceptible
287.19367,Resistant
287.1174,Resistant
287.7511,Resistant
287.9082,Resistant
287.9499,Resistant
287.12827,Resistant
287.7803,Susceptible
287.34071,Susceptible
287.14414,Susceptible
287.19677,Susceptible
287.19564,Resistant
287.1157,Resistant
287.25269,Susceptible
287.26084,Susceptible
287.17853,Resistant
287.16568,Susceptible
287.27212,Susceptible
287.12851,Susceptible
287.30222,Resistant
287.19435,Susceptible
287.17659,Resistant
287.2963,Susceptible
287.27033,Resistant
287.27156,Susceptible
287.25247,Resistant
287.9357,Resistant
287.27179,Susceptible
287.32975,Susceptible
287.30231,Susceptible
287.1799,Resistant
287.33724,Susceptible
287.32546,Susceptible
287.7995,Resistant
287.9287,Susceptible
287.752,Susceptible
287.27224,Resistant
287.4409,Susceptible
287.909,Susceptible
287.27769,Resistant
287.32672,Resistant
287.34144,Resistant
287.25915,Resistant
287.33334,Susceptible
287.9273,Susceptible
287.12781,Resistant
287.1251,Resistant
287.9375,Susceptible
287.16587,Resistant
287.27767,Resistant
287.12512,Resistant
287.34066,Susceptible
287.9536,Resistant
287.1136,Resistant
287.3929,Resistant
1402498.3,Susceptible
287.19474,Susceptible
287.7545,Susceptible
287.1113,Susceptible
287.34334,Resistant
287.27062,Susceptible
287.25872,Susceptible
287.11129,Susceptible
287.9049,Resistant
287.32514,Resistant
287.4081,Resistant
287.4395,Resistant
287.4265,Susceptible
287.5671,Resistant
287.16822,Resistant
287.5744,Resistant
287.875,Susceptible
287.12829,Susceptible
287.34399,Susceptible
287.854,Resistant
287.3909,Susceptible
287.7956,Susceptible
287.26396,Susceptible
287.8505,Susceptible
287.8991,Susceptible
287.17655,Susceptible
287.32658,Resistant
287.7339,Resistant
287.25921,Resistant
287.7666,Resistant
287.28449,Susceptible
287.26401,Resistant
287.31432,Resistant
287.24563,Susceptible
287.3442,Susceptible
287.6807,Susceptible
287.29384,Resistant
287.4355,Susceptible
287.26504,Susceptible
287.2652,Resistant
287.885,Susceptible
287.33604,Susceptible
287.32477,Susceptible
287.987,Resistant
287.10414,Resistant
287.27794,Resistant
287.13716,Resistant
287.6334,Resistant
287.18054,Susceptible
287.31478,Susceptible
287.9024,Susceptible
287.18651,Resistant
287.28386,Resistant
287.11537,Susceptible
287.27636,Susceptible
287.4093,Susceptible
287.34119,Susceptible
287.9033,Susceptible
287.932,Susceptible
287.7854,Susceptible
287.27183,Susceptible
287.29623,Susceptible
287.9218,Susceptible
1402487.3,Susceptible
287.31199,Resistant
287.33702,Susceptible
287.8953,Susceptible
287.866,Susceptible
287.32506,Susceptible
287.6467,Susceptible
287.18016,Susceptible
287.27774,Resistant
287.12476,Susceptible
287.14773,Susceptible
287.9071,Susceptible
287.4404,Resistant
287.33751,Resistant
287.27055,Resistant
287.14814,Resistant
287.6353,Susceptible
287.29432,Resistant
287.29669,Resistant
287.10028,Resistant
287.12537,Susceptible
287.7674,Susceptible
287.983,Susceptible
287.10009,Susceptible
287.29444,Resistant
287.19384,Susceptible
287.18282,Resistant
287.927,Susceptible
287.6924,Resistant
287.18073,Resistant
287.7281,Susceptible
287.27144,Susceptible
287.27685,Susceptible
287.9906,Resistant
287.7671,Susceptible
287.17051,Susceptible
287.7685,Susceptible
287.7027,Susceptible
287.12723,Resistant
287.12674,Susceptible
287.31748,Susceptible
287.16965,Resistant
287.9326,Susceptible
287.29827,Resistant
287.7882,Susceptible
287.11592,Resistant
287.12699,Susceptible
287.17517,Resistant
287.33402,Resistant
287.16868,Resistant
287.5775,Susceptible
287.28438,Susceptible
287.19496,Susceptible
287.9552,Susceptible
287.9524,Resistant
287.9491,Resistant
287.7853,Susceptible
287.29748,Susceptible
287.7279,Susceptible
287.18572,Susceptible
287.27665,Susceptible
287.34023,Susceptible
287.11964,Resistant
287.34137,Susceptible
287.12722,Resistant
287.3115,Susceptible
287.24729,Resistant
287.17548,Resistant
287.33679,Resistant
287.8541,Susceptible
287.18139,Susceptible
287.9329,Susceptible
287.18637,Resistant
287.12671,Susceptible
287.34109,Susceptible
287.11909,Susceptible
287.4458,Susceptible
287.939,Resistant
287.31138,Susceptible
287.8025,Susceptible
287.127,Resistant
287.7646,Resistant
287.28301,Susceptible
287.933,Susceptible
287.29759,Susceptible
287.8884,Susceptible
287.888,Resistant
287.9264,Resistant
287.29386,Resistant
287.3714,Susceptible
287.11188,Susceptible
287.4427,Susceptible
287.17832,Resistant
287.15219,Resistant
287.8024,Susceptible
287.1807,Susceptible
287.17904,Resistant
287.8524,Resistant
287.9173,Susceptible
287.5673,Resistant
287.9879,Susceptible
287.2654,Resistant
287.18475,Resistant
287.4462,Resistant
287.27077,Susceptible
287.9368,Susceptible
287.31168,Resistant
287.6989,Susceptible
287.4103,Susceptible
287.7089,Susceptible
287.7516,Susceptible
287.12486,Resistant
287.8023,Resistant
287.18324,Resistant
287.9851,Susceptible
287.10566,Resistant
287.12738,Resistant
287.17615,Susceptible
287.7929,Susceptible
287.7518,Resistant
287.31622,Susceptible
287.25934,Susceptible
287.32581,Susceptible
287.16548,Resistant
287.3361,Susceptible
287.8514,Resistant
287.18385,Susceptible
287.1227,Resistant
287.7334,Susceptible
287.7468,Susceptible
287.7859,Resistant
287.31398,Resistant
287.24741,Susceptible
287.441,Susceptible
287.27123,Susceptible
287.5766,Susceptible
287.953,Resistant
287.34032,Resistant
287.27151,Susceptible
287.10282,Susceptible
287.8944,Resistant
287.1005,Susceptible
287.26527,Resistant
287.1145,Resistant
287.7565,Susceptible
287.19648,Susceptible
287.33808,Susceptible
287.31579,Resistant
287.8978,Resistant
287.18665,Resistant
287.7697,Susceptible
287.26047,Susceptible
287.2522,Susceptible
287.31221,Susceptible
287.9447,Susceptible
287.31218,Susceptible
287.31412,Resistant
287.1482,Resistant
1402504.3,Susceptible
287.14513,Susceptible
287.27014,Susceptible
287.1372,Resistant
287.27094,Susceptible
287.18389,Resistant
287.31392,Resistant
287.16525,Resistant
287.33332,Resistant
287.14388,Susceptible
287.2456,Resistant
287.1955,Susceptible
287.14776,Resistant
287.7385,Resistant
287.26444,Resistant
287.11182,Susceptible
287.12613,Susceptible
287.13708,Resistant
287.32653,Resistant
287.17487,Susceptible
287.10049,Susceptible
287.7093,Susceptible
287.7598,Susceptible
287.4266,Resistant
287.34273,Resistant
287.9176,Resistant
287.27756,Resistant
287.7996,Resistant
287.31428,Resistant
287.29686,Susceptible
287.1092,Resistant
287.1784,Susceptible
287.33715,Susceptible
287.29221,Resistant
287.6502,Resistant
287.11931,Resistant
287.1969,Resistant
287.19659,Resistant
287.33733,Resistant
287.1082,Susceptible
287.8489,Susceptible
287.1757,Resistant
287.6369,Resistant
287.29738,Resistant
287.32974,Susceptible
287.7559,Susceptible
287.16517,Resistant
287.26447,Resistant
287.14489,Susceptible
287.26497,Resistant
287.18468,Resistant
287.7541,Susceptible
287.32518,Susceptible
287.32596,Susceptible
287.13735,Susceptible
287.25926,Resistant
287.11921,Susceptible
287.29816,Susceptible
287.14829,Resistant
287.8501,Susceptible
287.17581,Susceptible
287.26498,Susceptible
287.3403,Resistant
287.6917,Susceptible
287.32523,Resistant
287.11559,Susceptible
287.31358,Susceptible
287.2833,Susceptible
287.9073,Resistant
287.13338,Resistant
287.14257,Resistant
287.915,Susceptible
1402567.3,Susceptible
287.1015,Susceptible
287.34332,Susceptible
287.8488,Resistant
287.1476,Resistant
287.27053,Resistant
287.17974,Resistant
287.1857,Resistant
